Timestamp,E_Active,I_neutral,ITHD1,PF_avg,V_12,V_2,V_31,VTHD2
2018-12-05 07:31:20,2218.5,4.89,19.2,0.965,407.51,236.28,403.97,1.3
2018-12-05 07:32:20,2218.6,3.975,23.3,0.957,406.79,235.75,403.07,1.3
2018-12-05 07:33:20,2218.6,3.93,24.8,0.959,406.52,235.57,402.89,1.3
2018-12-05 07:34:21,2218.7,3.975,23.8,0.957,407.51,236.1,403.88,1.4
2018-12-05 07:35:21,2218.8,3.885,23.4,0.959,407.69,236.1,404.15,1.5
2018-12-05 07:36:22,2218.8,3.945,24.8,0.958,406.88,235.83,403.52,1.3
2018-12-05 07:37:23,2218.9,3.93,23.9,0.96,406.43,235.48,403.07,1.5
2018-12-05 07:38:22,2219.0,3.99,22.9,0.959,404.9,234.31,401.37,1.6
2018-12-05 07:39:23,2219.0,3.87,23.2,0.961,404.9,234.4,401.73,1.5
2018-12-05 07:40:23,2219.1,3.915,24.1,0.96,403.83,233.68,400.29,1.4
2018-12-05 07:41:24,2219.2,3.87,23.5,0.962,403.02,233.23,399.57,1.6
2018-12-05 07:42:24,2219.2,3.9,22.1,0.961,403.29,233.41,400.2,1.6
2018-12-05 07:43:25,2219.3,3.945,22.3,0.961,402.39,232.87,399.04,1.7
2018-12-05 07:44:25,2219.4,3.84,22.8,0.961,403.56,233.41,400.2,1.5
2018-12-05 07:45:25,2219.4,3.915,22.6,0.96,403.38,233.32,399.93,1.6
2018-12-05 07:46:26,2219.5,3.87,23.7,0.96,402.84,233.05,399.4,1.6
2018-12-05 07:47:27,2219.6,3.93,24.6,0.96,401.67,232.42,398.5,1.6
2018-12-05 07:48:27,2219.6,3.9,22.6,0.961,400.5,231.8,397.06,1.7
2018-12-05 07:49:28,2219.7,3.855,22.6,0.962,402.03,232.51,398.86,1.5
2018-12-05 07:50:27,2219.8,3.99,22.9,0.961,402.57,233.05,399.48,1.4
2018-12-05 07:51:28,2219.8,3.9,23.3,0.959,403.83,233.59,400.47,1.4
2018-12-05 07:52:28,2219.9,3.9,22.7,0.96,401.4,232.33,398.32,1.4
2018-12-05 07:53:28,2220.0,3.87,23.1,0.961,401.22,232.42,397.96,1.5
2018-12-05 07:54:29,2220.0,3.885,24.1,0.96,400.86,231.97,397.42,1.6
2018-12-05 07:55:29,2220.1,3.84,23.1,0.961,400.68,231.88,397.24,1.4
2018-12-05 07:56:30,2220.2,3.93,23.4,0.96,400.95,232.15,397.33,1.6
2018-12-05 07:57:30,2220.2,3.93,22.2,0.961,399.25,230.99,395.54,1.7
2018-12-05 07:58:30,2220.3,3.9,23.4,0.961,398.89,230.81,395.45,1.6
2018-12-05 07:59:31,2220.4,3.9,22.5,0.961,400.42,231.62,397.06,1.5
2018-12-05 08:00:31,2220.4,3.84,23.4,0.962,398.35,230.45,395.09,1.4
2018-12-05 08:01:32,2220.5,3.81,23.4,0.963,398.44,230.54,394.91,1.7
2018-12-05 08:02:32,2220.6,3.96,22.8,0.961,397.36,229.82,394.01,1.5
2018-12-05 08:03:32,2220.6,3.93,22.8,0.961,397.36,229.91,394.1,1.6
2018-12-05 08:04:33,2220.7,3.915,24.4,0.961,397.81,230.0,394.55,1.5
2018-12-05 08:05:33,2220.8,3.855,23.9,0.963,397.0,229.37,393.65,1.7
2018-12-05 08:06:34,2220.8,3.9,23.8,0.962,396.91,229.28,393.57,1.6
2018-12-05 08:07:34,2220.9,3.9,22.8,0.964,396.73,229.37,393.48,1.8
2018-12-05 08:08:39,2221.0,3.87,23.1,0.962,396.29,229.19,393.03,1.7
2018-12-05 08:09:44,2221.0,3.87,23.6,0.962,395.39,228.47,392.13,1.6
2018-12-05 08:11:57,2221.1,3.9,25.2,0.962,395.21,228.38,391.59,1.6
2018-12-05 08:13:33,2221.2,4.26,26.4,0.947,395.21,228.38,392.04,1.4
2018-12-05 08:17:38,2221.9,13.245,24.6,0.956,392.25,226.14,389.8,1.6
2018-12-05 08:18:38,2222.0,14.055,22.4,0.959,393.32,227.04,390.87,1.4
2018-12-05 08:19:39,2222.2,14.07,22.4,0.958,392.87,226.59,390.16,1.6
2018-12-05 08:20:39,2222.3,14.115,21.7,0.959,390.72,225.33,388.27,1.8
2018-12-05 08:21:39,2222.5,14.055,22.9,0.958,392.33,226.23,389.8,1.5
2018-12-05 08:22:40,2222.6,13.47,25.0,0.956,393.5,226.86,390.78,1.4
2018-12-05 08:23:40,2222.8,13.56,24.8,0.956,392.87,226.5,390.43,1.5
2018-12-05 08:24:41,2222.9,13.47,24.3,0.954,393.41,227.04,390.96,1.6
2018-12-05 08:25:41,2223.1,13.5,24.8,0.955,393.59,227.22,391.32,1.3
2018-12-05 08:26:41,2223.2,13.68,24.9,0.956,393.5,227.22,391.59,1.6
2018-12-05 08:27:46,2223.4,13.68,25.0,0.955,395.3,228.2,393.21,1.2
2018-12-05 08:28:42,2223.5,13.59,24.9,0.954,395.12,228.02,393.12,1.2
2018-12-05 08:29:43,2223.7,13.725,25.0,0.954,394.94,228.02,392.58,1.2
2018-12-05 08:30:43,2223.8,13.755,25.1,0.955,393.05,226.86,391.05,1.5
2018-12-05 08:31:43,2224.0,13.695,24.1,0.955,393.23,227.13,391.14,1.2
2018-12-05 08:32:44,2224.1,14.895,25.7,0.954,391.35,225.87,389.17,1.3
2018-12-05 08:33:46,2224.3,17.67,25.9,0.954,391.62,225.69,389.62,1.3
2018-12-05 08:34:45,2224.5,20.595,25.6,0.95,392.6,226.32,390.61,1.7
2018-12-05 08:35:45,2224.6,21.645,25.7,0.952,390.99,225.06,389.26,1.5
2018-12-05 08:36:45,2224.8,22.395,24.5,0.953,390.81,224.97,388.9,1.4
2018-12-05 08:37:46,2225.0,21.825,25.1,0.952,391.35,225.42,389.44,1.4
2018-12-05 08:38:49,2225.2,22.47,22.9,0.955,390.81,225.15,388.81,1.8
2018-12-05 08:39:46,2225.4,22.425,21.9,0.956,390.99,225.15,388.9,1.8
2018-12-05 08:40:47,2225.6,22.215,21.9,0.955,391.71,225.78,389.35,1.7
2018-12-05 08:42:05,2225.8,22.41,20.8,0.955,390.63,225.06,388.54,1.6
2018-12-05 08:43:04,2225.9,22.65,22.0,0.955,390.72,225.06,388.54,1.6
2018-12-05 08:43:48,2226.1,21.75,23.6,0.956,390.18,225.15,388.45,1.6
2018-12-05 08:44:48,2226.3,21.6,21.9,0.955,390.63,225.15,388.63,1.7
2018-12-05 08:45:49,2226.5,21.15,21.8,0.955,390.54,225.06,388.54,1.5
2018-12-05 08:47:06,2226.7,21.06,21.9,0.955,391.35,225.42,389.53,1.7
2018-12-05 08:47:52,2226.8,21.285,22.4,0.956,390.27,224.97,388.54,1.8
2018-12-05 08:48:50,2227.0,21.6,21.1,0.957,389.55,224.52,387.74,1.5
2018-12-05 08:49:50,2227.2,22.245,21.9,0.955,390.27,224.7,388.36,1.6
2018-12-05 08:50:51,2227.4,22.215,19.0,0.956,389.82,224.7,388.0,1.7
2018-12-05 08:51:53,2227.6,21.855,21.6,0.955,389.1,224.07,387.11,1.7
2018-12-05 08:53:10,2227.7,21.855,22.1,0.956,388.92,224.16,387.02,1.7
2018-12-05 08:53:52,2227.9,21.315,21.7,0.955,389.19,224.34,387.29,1.7
2018-12-05 08:54:54,2228.1,21.735,22.4,0.957,387.76,223.54,385.76,1.7
2018-12-05 08:55:53,2228.3,21.45,20.5,0.957,387.76,223.45,385.85,1.8
2018-12-05 08:57:06,2228.5,21.945,20.8,0.957,386.5,222.73,384.69,1.8
2018-12-05 08:57:53,2228.6,21.525,20.5,0.957,386.5,222.64,384.95,1.4
2018-12-05 08:58:54,2228.8,17.595,21.5,0.956,388.92,224.61,387.02,1.6
2018-12-05 08:59:54,2229.0,17.55,21.1,0.957,388.65,224.25,386.84,1.7
2018-12-05 09:00:55,2229.2,17.49,20.9,0.956,388.92,224.52,386.57,1.7
2018-12-05 09:01:55,2229.3,18.465,19.1,0.961,388.2,224.16,386.3,1.6
2018-12-05 09:02:57,2229.5,18.48,19.2,0.961,387.67,223.98,385.58,1.5
2018-12-05 09:03:56,2229.7,18.48,20.2,0.96,387.13,223.72,385.13,1.6
2018-12-05 09:04:56,2229.8,18.54,19.6,0.961,387.49,223.89,385.67,1.6
2018-12-05 09:05:57,2230.0,17.67,21.1,0.957,392.07,226.41,389.89,1.5
2018-12-05 09:06:57,2230.2,17.865,21.3,0.956,391.53,226.05,389.35,1.5
2018-12-05 09:07:58,2230.3,17.835,21.2,0.958,391.53,226.14,389.35,1.6
2018-12-05 09:08:59,2230.5,17.985,21.9,0.957,390.72,225.51,388.72,1.6
2018-12-05 09:10:01,2230.7,17.715,21.8,0.957,391.44,225.87,388.99,1.7
2018-12-05 09:10:58,2230.8,17.64,21.8,0.958,390.54,225.33,388.36,1.4
2018-12-05 09:12:40,2231.0,17.565,21.6,0.957,390.9,225.6,388.9,1.6
2018-12-05 09:12:59,2231.1,17.715,21.9,0.957,389.64,224.97,387.65,1.4
2018-12-05 09:14:00,2231.3,17.91,21.4,0.959,390.27,225.51,388.18,1.7
2018-12-05 09:15:04,2231.5,18.03,21.6,0.957,390.72,225.69,388.72,1.5
2018-12-05 09:16:00,2231.6,17.865,20.7,0.958,391.35,225.96,389.26,1.6
2018-12-05 09:17:01,2231.8,17.91,21.2,0.959,392.6,226.5,390.34,1.7
2018-12-05 09:18:01,2232.0,19.065,18.4,0.96,391.8,226.32,389.53,1.5
2018-12-05 09:19:03,2232.1,17.94,21.9,0.957,392.16,226.32,389.8,1.8
2018-12-05 09:20:02,2232.3,17.91,22.3,0.957,392.6,226.68,390.43,1.6
2018-12-05 09:21:02,2232.5,18.18,21.5,0.958,391.89,226.32,389.98,1.6
2018-12-05 09:22:03,2232.6,18.255,23.0,0.959,389.82,225.15,387.82,1.5
2018-12-05 09:23:03,2232.8,17.64,20.8,0.959,390.63,225.42,388.54,1.4
2018-12-05 09:24:04,2233.0,17.685,21.2,0.957,390.63,225.51,388.54,1.4
2018-12-05 09:25:04,2233.1,18.525,22.0,0.956,390.63,225.69,388.63,1.4
2018-12-05 09:26:04,2233.3,19.605,22.5,0.962,390.09,225.24,388.36,1.6
2018-12-05 09:27:05,2233.5,21.645,22.4,0.955,390.27,225.06,388.18,1.7
2018-12-05 09:28:05,2233.6,20.79,22.6,0.956,389.19,224.43,387.11,1.8
2018-12-05 09:29:05,2233.8,21.09,22.3,0.955,388.74,224.07,386.39,1.8
2018-12-05 09:30:06,2234.0,21.525,22.6,0.955,389.37,224.61,387.2,1.6
2018-12-05 09:31:06,2234.2,21.6,20.5,0.957,389.19,224.52,387.11,1.9
2018-12-05 09:32:07,2234.4,21.57,22.6,0.956,388.92,224.25,386.84,1.5
2018-12-05 09:33:07,2234.6,21.51,22.6,0.954,390.63,225.24,388.36,1.7
2018-12-05 09:34:10,2234.7,21.585,22.2,0.954,390.81,225.33,388.72,1.7
2018-12-05 09:35:08,2234.9,21.6,22.1,0.956,389.46,224.61,387.38,1.6
2018-12-05 09:36:08,2235.1,21.72,21.1,0.957,390.09,224.88,387.82,1.7
2018-12-05 09:37:09,2235.3,21.63,23.6,0.953,389.91,224.88,387.65,1.6
2018-12-05 09:38:09,2235.5,21.69,21.5,0.956,389.19,224.52,386.84,1.8
2018-12-05 09:39:09,2235.6,21.285,21.6,0.956,388.74,223.89,386.57,1.6
2018-12-05 09:40:10,2235.8,18.555,21.6,0.957,388.65,224.43,386.39,1.6
2018-12-05 09:41:10,2236.0,18.525,22.2,0.955,393.14,226.95,390.78,1.9
2018-12-05 09:42:11,2236.1,26.235,14.3,0.892,393.68,227.31,391.14,1.7
2018-12-05 09:43:13,2236.3,18.18,21.8,0.958,394.31,227.67,392.22,1.8
2018-12-05 09:44:11,2236.5,18.795,20.4,0.958,395.39,228.2,393.39,2.1
2018-12-05 09:45:12,2236.6,19.8,18.9,0.966,394.67,227.93,392.58,1.8
2018-12-05 09:46:12,2236.8,22.26,19.2,0.957,395.57,228.2,393.21,1.9
2018-12-05 09:47:13,2237.0,22.185,20.0,0.957,394.31,227.67,391.86,1.7
2018-12-05 09:48:13,2237.2,21.825,20.4,0.957,394.49,227.76,392.22,1.8
2018-12-05 09:49:14,2237.4,21.435,22.3,0.954,394.4,227.58,392.22,1.7
2018-12-05 09:50:14,2237.6,19.53,22.2,0.957,393.86,227.4,391.5,1.8
2018-12-05 09:51:14,2237.8,19.995,21.3,0.956,392.96,226.77,390.87,1.9
2018-12-05 09:52:15,2238.0,19.935,21.8,0.957,392.25,226.32,390.34,1.8
2018-12-05 09:53:16,2238.2,18.21,19.2,0.957,392.69,226.68,390.96,1.8
2018-12-05 09:54:15,2238.3,18.24,20.0,0.956,393.05,226.95,391.41,1.9
2018-12-05 09:55:16,2238.5,18.9,17.4,0.958,393.86,227.4,391.95,1.8
2018-12-05 09:56:16,2238.7,18.465,19.4,0.958,394.22,227.49,392.58,1.6
2018-12-05 09:57:17,2238.9,18.66,18.2,0.959,395.3,228.11,393.57,1.7
2018-12-05 09:58:17,2239.1,18.0,20.0,0.957,393.95,227.49,392.4,1.7
2018-12-05 09:59:17,2239.3,18.075,20.0,0.956,393.23,227.13,391.68,1.5
2018-12-05 10:00:18,2239.5,18.12,20.0,0.956,393.32,227.13,391.59,1.5
2018-12-05 10:01:57,2239.7,17.715,19.9,0.957,393.14,226.95,391.23,1.6
2018-12-05 10:04:20,2240.2,17.655,20.3,0.956,393.59,227.22,391.77,1.7
2018-12-05 10:05:20,2240.4,17.835,20.3,0.956,393.23,227.04,391.32,1.8
2018-12-05 10:06:39,2240.6,18.03,21.2,0.958,392.33,226.5,390.43,1.6
2018-12-05 10:07:21,2240.8,18.09,20.2,0.958,393.23,227.04,391.41,1.9
2018-12-05 10:08:21,2240.9,17.91,19.9,0.957,392.96,226.86,391.23,1.6
2018-12-05 10:09:21,2241.1,18.15,19.5,0.958,393.05,226.95,391.23,1.6
2018-12-05 10:10:22,2241.3,18.015,20.3,0.958,393.05,226.86,391.05,1.7
2018-12-05 10:11:22,2241.5,17.865,20.2,0.958,392.51,226.5,390.7,1.6
2018-12-05 10:12:22,2241.7,17.67,20.3,0.958,392.6,226.5,390.7,1.8
2018-12-05 10:13:23,2241.9,17.925,20.6,0.958,391.17,225.78,389.17,1.7
2018-12-05 10:14:23,2242.0,17.505,20.7,0.956,391.71,225.87,389.62,1.7
2018-12-05 10:15:24,2242.2,17.685,20.0,0.955,390.81,225.33,388.72,1.7
2018-12-05 10:16:24,2242.4,17.715,19.6,0.956,390.54,225.15,388.63,1.9
2018-12-05 10:17:24,2242.6,18.045,20.0,0.956,392.25,226.14,390.07,1.8
2018-12-05 10:18:25,2242.8,18.345,18.6,0.959,392.16,226.41,389.98,1.7
2018-12-05 10:19:25,2243.0,18.105,18.6,0.958,391.62,226.23,389.62,1.7
2018-12-05 10:20:26,2243.1,17.76,20.6,0.956,391.8,226.05,389.62,1.8
2018-12-05 10:21:26,2243.3,17.82,20.1,0.957,392.6,226.59,390.78,1.7
2018-12-05 10:22:27,2243.5,17.865,20.1,0.958,392.33,226.32,390.43,1.6
2018-12-05 10:23:27,2243.7,17.88,20.2,0.957,392.69,226.5,390.78,1.8
2018-12-05 10:24:27,2243.9,18.36,19.8,0.959,391.26,225.6,389.53,1.9
2018-12-05 10:25:28,2244.0,18.195,20.5,0.958,391.89,225.96,389.98,1.9
2018-12-05 10:26:28,2244.2,18.195,17.9,0.959,390.09,225.06,387.91,1.8
2018-12-05 10:27:28,2244.4,18.165,18.5,0.959,390.72,225.51,388.54,1.7
2018-12-05 10:28:29,2244.6,18.285,18.0,0.959,389.91,224.88,388.09,1.8
2018-12-05 10:29:30,2244.8,18.135,18.0,0.96,391.62,226.05,389.71,1.7
2018-12-05 10:30:29,2245.0,18.03,20.2,0.957,392.16,226.23,390.34,1.5
2018-12-05 10:31:30,2245.2,18.27,20.2,0.958,393.5,226.77,391.77,1.5
2018-12-05 10:32:30,2245.4,18.285,20.7,0.958,392.6,226.23,390.61,1.6
2018-12-05 10:33:31,2245.5,17.805,19.8,0.957,392.07,226.14,390.34,1.7
2018-12-05 10:34:31,2245.7,17.94,20.4,0.958,392.51,226.41,390.43,1.6
2018-12-05 10:35:31,2245.9,18.12,19.9,0.96,392.16,226.14,390.16,1.7
2018-12-05 10:36:32,2246.1,18.03,20.3,0.959,391.89,226.05,390.07,2.0
2018-12-05 10:37:32,2246.3,18.03,20.6,0.959,391.62,225.96,389.71,1.7
2018-12-05 10:38:34,2246.4,17.865,20.2,0.96,392.25,226.23,390.25,1.7
2018-12-05 10:39:33,2246.6,17.925,20.0,0.961,391.44,225.69,389.35,1.7
2018-12-05 10:40:33,2246.8,17.79,19.9,0.96,391.26,225.6,389.35,1.7
2018-12-05 10:41:34,2247.0,18.045,20.1,0.961,391.53,225.87,389.62,1.6
2018-12-05 10:42:34,2247.2,17.985,20.1,0.96,391.44,225.87,389.71,1.7
2018-12-05 10:43:35,2247.4,18.165,20.0,0.961,391.26,225.6,389.26,1.7
2018-12-05 10:44:35,2247.6,18.075,20.3,0.961,391.26,225.51,389.44,1.5
2018-12-05 10:45:35,2247.7,19.575,19.9,0.958,391.53,225.78,389.71,1.7
2018-12-05 10:46:36,2247.9,19.44,19.9,0.958,392.42,226.23,390.61,1.6
2018-12-05 10:47:36,2248.1,19.41,19.6,0.958,391.08,225.42,389.44,1.6
2018-12-05 10:48:37,2248.3,19.44,19.6,0.958,391.17,225.42,389.17,1.7
